"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Deep residual transfer learning for automatic diagnosis and grading of diabetic retinopathy","https://scispace.com/paper/deep-residual-transfer-learning-for-automatic-diagnosis-and-1kr36hk3lq","2021","Journal Article","Neurocomputing","Francisco Jesús Martínez-Murcia
Andrés Ortiz
Javier Ramírez
Juan Manuel Górriz
Ricardo Pedrini Cruz","10.1016/J.NEUCOM.2020.04.148","https://drive.google.com/file/d/1XDlWeWvqzDdD48Mdq0J2KNA6ofoxoYN4/view","- **Relevance Score:** 95/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses deep residual transfer learning on retinal fundus images to diagnose and grade diabetic retinopathy, directly applying AI to a diabetes imaging problem; limited discussion of interpretability or deployment, and no multimodal, federated, or bias analyses.",""
"Multi-Horizon Glucose Prediction Across Populations with Deep Domain Generalization","https://scispace.com/paper/multi-horizon-glucose-prediction-across-populations-with-5bzjvdcgef","2024","Journal Article","IEEE Journal of Biomedical and Health Informatics","Taiyu Zhu
Ioannis Afentakis
Kezhi Li
Ryan Armiger
Neil Hill
Nick Oliver
Pantelis Georgiou","10.1109/jbhi.2024.3428921","","- **Relevance Score:** 94/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses Transformer meta‑learning for zero‑shot glucose prediction, directly applying deep learning to CGM data across diverse diabetic cohorts; demonstrates strong generalization, though lacks multimodal, federated, imaging, or bias analyses.","Real-time continuous glucose monitoring (CGM), augmented with accurate glucose prediction, offers an effective strategy for maintaining blood glucose levels within a therapeutically appropriate range. This is particularly crucial for individuals with type 1 diabetes (T1D) who require long-term self-management. However, with extensive glycemic variability, developing a prediction algorithm applicable across diverse populations remains a significant challenge. Leveraging meta-learning for domain generalization, we propose GPFormer, a Transformer-based zero-shot learning method designed for multi-horizon glucose prediction. We developed GPFormer on the REPLACE-BG dataset, comprising 226 participants with T1D, and proceeded to evaluate its performance using three external clinical datasets with CGM data. These included the OhioT1DM dataset, a publicly available dataset including 12 T1D participants, as well as two proprietary datasets. The first proprietary dataset included 22 participants, while the second contained 45 participants, encompassing a diverse group with T1D, type 2 diabetes, and those without diabetes, including patients admitted to hospitals. These four datasets include both outpatient and inpatient settings, various intervention strategies, and demographic variability, which effectively reflect real-world scenarios of CGM usage. When compared with a group of machine learning baseline methods, GPFormer consistently demonstrated superior performance and achieved the lowest root mean square error for all the evaluated datasets up to a prediction horizon of two hours. These experimental results highlight the effectiveness and generalizability of the proposed model across a variety of populations, demonstrating its substantial potential to enhance glucose management in a wide range of practical clinical settings. "
"GARNN: An Interpretable Graph Attentive Recurrent Neural Network for
  Predicting Blood Glucose Levels via Multivariate Time Series","https://scispace.com/paper/garnn-an-interpretable-graph-attentive-recurrent-neural-2aru34mdj9","2024","Preprint","","Chengzhe Piao
Taiyu Zhu
Stephanie E Baldeweg
Paul Taylor
Pantelis Georgiou
Jinsheng Sun
Jun Wang
Kezhi Li","10.48550/arxiv.2402.16230","","- **Relevance Score:** 94/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses graph‑attentive recurrent NN to predict blood glucose from sensor and self‑reported event streams, delivering state‑of‑the‑art accuracy and built‑in interpretability for clinical decision support.","Accurate prediction of future blood glucose (BG) levels can effectively improve BG management for people living with diabetes, thereby reducing complications and improving quality of life. The state of the art of BG prediction has been achieved by leveraging advanced deep learning methods to model multi-modal data, i.e., sensor data and self-reported event data, organised as multi-variate time series (MTS). However, these methods are mostly regarded as ``black boxes'' and not entirely trusted by clinicians and patients. In this paper, we propose interpretable graph attentive recurrent neural networks (GARNNs) to model MTS, explaining variable contributions via summarizing variable importance and generating feature maps by graph attention mechanisms instead of post-hoc analysis. We evaluate GARNNs on four datasets, representing diverse clinical scenarios. Upon comparison with twelve well-established baseline methods, GARNNs not only achieve the best prediction accuracy but also provide high-quality temporal interpretability, in particular for postprandial glucose levels as a result of corresponding meal intake and insulin injection. These findings underline the potential of GARNN as a robust tool for improving diabetes care, bridging the gap between deep learning technology and real-world healthcare solutions. "
"XDR-LVLM: An Explainable Vision-Language Large Model for Diabetic Retinopathy Diagnosis","https://scispace.com/paper/xdr-lvlm-an-explainable-vision-language-large-model-for-f1x6tozg0mqq","2025","Journal Article","arXiv.org","Masato Ito
Kaito Tanaka
Keisuke Matsuda
Aya Nakayama","10.48550/arxiv.2508.15168","https://scispace.compdf/xdr-lvlm-an-explainable-vision-language-large-model-for-f1x6tozg0mqq.pdf","- **Relevance Score:** 94/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses a vision‑language LLM with explainability for DR detection, directly applying AI to diabetic retinal imaging; provides interpretability and decision support, leverages multimodal image‑text fusion, but lacks federated learning, bias analysis, and focuses only modestly on transfer learning.","Diabetic Retinopathy (DR) is a major cause of global blindness, necessitating early and accurate diagnosis. While deep learning models have shown promise in DR detection, their black-box nature often hinders clinical adoption due to a lack of transparency and interpretability. To address this, we propose XDR-LVLM (eXplainable Diabetic Retinopathy Diagnosis with LVLM), a novel framework that leverages Vision-Language Large Models (LVLMs) for high-precision DR diagnosis coupled with natural language-based explanations. XDR-LVLM integrates a specialized Medical Vision Encoder, an LVLM Core, and employs Multi-task Prompt Engineering and Multi-stage Fine-tuning to deeply understand pathological features within fundus images and generate comprehensive diagnostic reports. These reports explicitly include DR severity grading, identification of key pathological concepts (e.g., hemorrhages, exudates, microaneurysms), and detailed explanations linking observed features to the diagnosis. Extensive experiments on the Diabetic Retinopathy (DDR) dataset demonstrate that XDR-LVLM achieves state-of-the-art performance, with a Balanced Accuracy of 84.55% and an F1 Score of 79.92% for disease diagnosis, and superior results for concept detection (77.95% BACC, 66.88% F1). Furthermore, human evaluations confirm the high fluency, accuracy, and clinical utility of the generated explanations, showcasing XDR-LVLM's ability to bridge the gap between automated diagnosis and clinical needs by providing robust and interpretable insights."
"Using Transfer Learning for Diabetic Retinopathy Stages Classification","https://scispace.com/paper/using-transfer-learning-for-diabetic-retinopathy-stages-5tn79ax67i","2021","Posted Content","Applied Computing and Informatics","Enas M.F. El Houby","10.21203/RS.3.RS-384006/V1","https://www.researchsquare.com/article/rs-384006/v1.pdf","- **Relevance Score:** 94/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses transfer learning on retinal fundus images to classify diabetic retinopathy stages, directly applying AI to a diabetes problem. Lacks discussion of interpretability, bias, or federated approaches.",""
"Deep learning approach to diabetic retinopathy detection","https://scispace.com/paper/deep-learning-approach-to-diabetic-retinopathy-detection-25tw9plivn","2020","Posted Content","arXiv: Learning","Borys Tymchenko
Philip Marchenko
Dmitry Spodarets","","https://arxiv.org/pdf/2003.02261","- **Relevance Score:** 94/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses CNN and multistage transfer learning for retinal fundus images, directly targeting diabetic retinopathy detection with high sensitivity, but lacks interpretability or bias analysis.","Diabetic retinopathy is one of the most threatening complications of diabetes that leads to permanent blindness if left untreated. One of the essential challenges is early detection, which is very important for treatment success. Unfortunately, the exact identification of the diabetic retinopathy stage is notoriously tricky and requires expert human interpretation of fundus images. Simplification of the detection step is crucial and can help millions of people. Convolutional neural networks (CNN) have been successfully applied in many adjacent subjects, and for diagnosis of diabetic retinopathy itself. However, the high cost of big labeled datasets, as well as inconsistency between different doctors, impede the performance of these methods. In this paper, we propose an automatic deep-learning-based method for stage detection of diabetic retinopathy by single photography of the human fundus. Additionally, we propose the multistage approach to transfer learning, which makes use of similar datasets with different labeling. The presented method can be used as a screening method for early detection of diabetic retinopathy with sensitivity and specificity of 0.99 and is ranked 54 of 2943 competing methods (quadratic weighted kappa score of 0.925466) on APTOS 2019 Blindness Detection Dataset (13000 images)."
"Using deep learning architectures for detection and classification of diabetic retinopathy","https://scispace.com/paper/using-deep-learning-architectures-for-detection-and-3qsv3san","2023","Journal Article","Sensors","Cheena Mohanty
Biswaranjan Acharya
Fotios Kokkoras
Vassilis C. Gerogiannis
Ioannis Karamitsos
Andreas Kanavos","10.3390/s23125726","https://scispace.com/pdf/using-deep-learning-architectures-for-detection-and-3qsv3san.pdf","- **Relevance Score:** 94/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses VGG16 and DenseNet121 (transfer learning) to detect diabetic retinopathy from retinal images, directly applying deep learning to a diabetes‑related imaging task. Provides accuracy results but lacks interpretability, bias analysis, or federated learning components.","Diabetic retinopathy (DR) is a common complication of long-term diabetes, affecting the human eye and potentially leading to permanent blindness. The early detection of DR is crucial for effective treatment, as symptoms often manifest in later stages. The manual grading of retinal images is time-consuming, prone to errors, and lacks patient-friendliness. In this study, we propose two deep learning (DL) architectures, a hybrid network combining VGG16 and XGBoost Classifier, and the DenseNet 121 network, for DR detection and classification. To evaluate the two DL models, we preprocessed a collection of retinal images obtained from the APTOS 2019 Blindness Detection Kaggle Dataset. This dataset exhibits an imbalanced image class distribution, which we addressed through appropriate balancing techniques. The performance of the considered models was assessed in terms of accuracy. The results showed that the hybrid network achieved an accuracy of 79.50%, while the DenseNet 121 model achieved an accuracy of 97.30%. Furthermore, a comparative analysis with existing methods utilizing the same dataset revealed the superior performance of the DenseNet 121 network. The findings of this study demonstrate the potential of DL architectures for the early detection and classification of DR. The superior performance of the DenseNet 121 model highlights its effectiveness in this domain. The implementation of such automated methods can significantly improve the efficiency and accuracy of DR diagnosis, benefiting both healthcare providers and patients."
"Deep Learning Approach to Diabetic Retinopathy Detection","https://scispace.com/paper/http://arxiv.org/abs/2003.02261v1","2020","Preprint","","Borys Tymchenko
Philip Marchenko
Dmitry Spodarets","","https://arxiv.org/pdf/2003.02261v1","- **Relevance Score:** 94/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses CNN and multistage transfer learning for retinal fundus image classification, directly targeting diabetic retinopathy detection. Provides high sensitivity/specificity but lacks interpretability or fairness analysis.","Diabetic retinopathy is one of the most threatening complications of diabetes that leads to permanent blindness if left untreated. One of the essential challenges is early detection, which is very important for treatment success. Unfortunately, the exact identification of the diabetic retinopathy stage is notoriously tricky and requires expert human interpretation of fundus images. Simplification of the detection step is crucial and can help millions of people. Convolutional neural networks (CNN) have been successfully applied in many adjacent subjects, and for diagnosis of diabetic retinopathy itself. However, the high cost of big labeled datasets, as well as inconsistency between different doctors, impede the performance of these methods. In this paper, we propose an automatic deep-learning-based method for stage detection of diabetic retinopathy by single photography of the human fundus. Additionally, we propose the multistage approach to transfer learning, which makes use of similar datasets with different labeling. The presented method can be used as a screening method for early detection of diabetic retinopathy with sensitivity and specificity of 0.99 and is ranked 54 of 2943 competing methods (quadratic weighted kappa score of 0.925466) on APTOS 2019 Blindness Detection Dataset (13000 images)."
"Population-Specific Glucose Prediction in Diabetes Care With Transformer-Based Deep Learning on the Edge.","https://scispace.com/paper/population-specific-glucose-prediction-in-diabetes-care-with-nuqfpgx8e2","2024","Journal Article","IEEE Transactions on Biomedical Circuits and Systems","Taiyu Zhu
Lei Kuang
Chengzhe Piao
Junming Zeng
Kezhi Li
Pantelis Georgiou","10.1109/tbcas.2023.3348844","","- **Relevance Score:** 93/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses Temporal Fusion Transformer for CGM-based glucose forecasting, embeds model on wearable edge device, targets T1D/T2D management, and demonstrates real‑world deployment feasibility.","Leveraging continuous glucose monitoring (CGM) systems, real-time blood glucose (BG) forecasting is essential for proactive interventions, playing a crucial role in enhancing the management of type 1 diabetes (T1D) and type 2 diabetes (T2D). However, developing a model generalized to a population and subsequently embedding it within a microchip of a wearable device presents significant technical challenges. Furthermore, the domain of BG prediction in T2D remains under-explored in the literature. In light of this, we propose a population-specific BG prediction model, leveraging the capabilities of the temporal fusion Transformer (TFT) to adjust predictions based on personal demographic data. Then the trained model is embedded within a system-on-chip, integral to our low-power and low-cost customized wearable device. This device seamlessly communicates with CGM systems through Bluetooth and provides timely BG predictions using edge computing. When evaluated on two publicly available clinical datasets with a total of 124 participants with T1D or T2D, the embedded TFT model consistently demonstrated superior performance, achieving the lowest prediction errors when compared with a range of machine learning baseline methods. Executing the TFT model on our wearable device requires minimal memory and power consumption, enabling continuous decision support for more than 51 days on a single Li-Poly battery charge. These findings demonstrate the significant potential of the proposed TFT model and wearable device in enhancing the quality of life for people with diabetes and effectively addressing real-world challenges."
"Deep learning-based analysis of infrared fundus photography for automated diagnosis of diabetic retinopathy with cataracts","https://scispace.com/paper/deep-learning-based-analysis-of-infrared-fundus-photography-cwx9x0p23w","2023","Journal Article","Journal of Cataract and Refractive Surgery","Wenwen Xue
Ju-zheng Zhang
Yingyan Ma
Junlin Hou
Fan Xiao
Rui Feng
Ruiwei Zhao
Haidong Zou","10.1097/j.jcrs.0000000000001269","","- **Relevance Score:** 93/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses EfficientNet and UNet deep learning on infrared retinal images to diagnose diabetic retinopathy in cataract patients, achieving high accuracy and supporting clinical screening; lacks multimodal data, federated training, bias analysis, and explicit explainability.","To develop deep learning-based networks for the diagnosis of diabetic retinopathy (DR) with cataracts based on infrared fundus images.Shanghai General Hospital, Shanghai Eye Disease Prevention & Treatment Center, Shanghai, China.Development and evaluation of an artificial intelligence (AI) diagnostic method.A total of 10 665 infrared fundus images from 4553 patients with diabetes were used to train and test the model. For image quality assessment, left and right eye classification, DR diagnosis and grading, and segmentation of 3 DR lesions, an end-to-end software using EfficientNet and UNet was developed. The accuracy and performance of the software in comparison to human experts was evaluated.The model achieved an accuracy of 75.31% for left and right eye classification, 100% for DR grading and diagnosis tasks, and 73.67% for internal test set, with corresponding areas under the curve (AUCs) of 0.88, 1.00, and 0.89, respectively. For DR lesion segmentation, the AUCs of hemorrhagic, microangioma, and exudative lesions were 0.86, 0.66, and 0.84, respectively. In addition, a contrast test of human-machine film reading confirmed the software's high sensitivity (96.3%) and specificity (90.0%) and consistency with the manual film reading group (κ = 0.869, P < .001). This easily deployable software generated reports quickly and promoted efficient DR screening with cataracts in clinical and community settings.AI-assisted software can perform automatic analysis of infrared fundus images and has substantial application value for the diagnosis of DR patients with cataracts. "
"Diabetic Retinopathy Detection on Retinal Fundus Images Using Convolutional Neural Network","https://scispace.com/paper/diabetic-retinopathy-detection-on-retinal-fundus-images-3zfdfmp5s3","2020","Book Chapter","International Conference on Machine Learning","Adarsh Pradhan
Bhaskarjyoti Sarma
Rahul Kumar Nath
Ajay Das
Anirudha Chakraborty","10.1007/978-981-15-6315-7_21","","- **Relevance Score:** 93/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses CNN to classify retinal fundus images for diabetic retinopathy, directly linking deep learning to a diabetes‑specific imaging task; provides performance metrics but lacks interpretability, deployment, or fairness analyses.","Diabetic retinopathy is a serious eye disease that occurs due to diabetes mellitus, also commonly known as diabetes, and it has grown as the most common cause of blindness in the present world It is a disease in which the blood vessels behind the retina are damaged At first, it shows no symptoms, but with time, it eventually leads to blindness Early diagnosis of diabetic retinopathy can prevent vision loss in patients The method proposed here for the detection of diabetic retinopathy disease is based on a convolutional neural network that categorizes the fundus images of patients according to the severity level of diabetic retinopathy The input images are collected from the Kaggle diabetic retinopathy dataset, and various preprocessing steps such as cropping, resizing, grayscaling, CLAHE and Min-Max normalization are performed Precision, recall and Kappa score values of our model are highly affected, due to the unequal distribution of dataset"
"Deep attentive convolutional neural network for automatic grading of imbalanced diabetic retinopathy in retinal fundus images.","https://scispace.com/paper/deep-attentive-convolutional-neural-network-for-automatic-ekm8lwl4","2022","Journal Article","Biomedical Optics Express","Feng Li
Shiqing Tang
Yuyang Chen
Haidong Zou","10.1364/boe.472176","","- **Relevance Score:** 93/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses deep attentive CNN with attention mechanisms for DR grading on fundus images, directly applying AI to a diabetes‑related imaging task; includes some interpretability via attention but lacks broader trustworthiness analyses.","Automated fine-grained diabetic retinopathy (DR) grading was of great significance for assisting ophthalmologists in monitoring DR and designing tailored treatments for patients. Nevertheless, it is a challenging task as a result of high intra-class variations, high inter-class similarities, small lesions, and imbalanced data distributions. The pivotal factor for the success in fine-grained DR grading is to discern more subtle associated lesion features, such as microaneurysms (MA), Hemorrhages (HM), soft exudates (SE), and hard exudates (HE). In this paper, we constructed a simple yet effective deep attentive convolutional neural network (DACNN) for DR grading and lesion discovery with only image-wise supervision. Designed as a top-down architecture, our model incorporated stochastic atrous spatial pyramid pooling (sASPP), global attention mechanism (GAM), category attention mechanism (CAM), and learnable connected module (LCM) to better extract lesion-related features and maximize the DR grading performance. To be concrete, we devised sASPP combining randomness with atrous spatial pyramid pooling (ASPP) to accommodate the various scales of the lesions and struggle against the co-adaptation of multiple atrous convolutions. Then, GAM was introduced to extract class-agnostic global attention feature details, whilst CAM was explored for seeking class-specific distinctive region-level lesion feature information and regarding each DR severity grade in an equal way, which tackled the problem of imbalance DR data distributions. Further, the LCM was designed to automatically and adaptively search the optimal connections among layers for better extracting detailed small lesion feature representations. The proposed approach obtained high accuracy of 88.0% and kappa score of 88.6% for multi-class DR grading task on the EyePACS dataset, respectively, while 98.5% AUC, 93.8% accuracy, 87.9% kappa, 90.7% recall, 94.6% precision, and 92.6% F1-score for referral and non-referral classification on the Messidor dataset. Extensive experimental results on three challenging benchmarks demonstrated that the proposed approach achieved competitive performance in DR grading and lesion discovery using retinal fundus images compared with existing cutting-edge methods, and had good generalization capacity for unseen DR datasets. These promising results highlighted its potential as an efficient and reliable tool to assist ophthalmologists in large-scale DR screening."
